titulo;preco;desc;erate;url;lat;lng;Quartos;WC's;Tam. do Lote (m²);Ano Construção;Casas de Banho;Total de Assoalhadas;Total m² ;Lugares de Estacionamento;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:;Volume cúbico (m³):
Apartamentos novos c/Financiamento a 100%!;210.000 €;Apartamentos com excelentes áreas e alta qualidade de construção, em prédio de arquitectura moderna, situado na Nova Azeda, em Setúbal.Fáceis acessos á A1 e a zonas comerciais, a 2 minutos do futuro Centro Comercial Alegro de Setúbal.Condições especiais de financiamento a 100%!Pormenores Técnicos:- Caixilharia em alumínio lacado á côr natural c/rotura térmica e vidro duplo,- Estores das janelas em alumínio termolacado e das varandas e terraço, com estoresBrisa, com comando eléctrico,- Pré-instalação de ar condicionado em todas as divisões, incluindo na cozinha,- Aquecimento de águas sanitárias através de painéis solares individuais com  depósito...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Setubal-(Sao-Sebastiao)-Setubal_123411019-88;38.542124;-8.877318;3;;;2012;;4;150;;1º Andar;;;;
Excelente T3 Financiamento 100%;162.500 €;Excelente T3 Novo na Quinta das Oliveiras.Zona tranquila e de construção recente. Esta é mesmo uma das melhores zonas dos arredores de LisboaCozinha totalmente equipada.pré-instalação de ar condicionado em todas as divisões assoalhadas e cozinha.Vidros duplos e estores térmicos.Ambos os quartos possuem roupeiros.Quarto com SuiteÁreas GrandesEste apartamento possui 1 lugares de estacionamento na cave e uma arrecadação (bastante espaçosa)Sistema de video-vigilância.Excelentes acessos rodoviários (Eixo Norte-Sul, 2ª Circular, A1, A8 e A12).Próximo de Creche e a um minuto do centro de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Camarate-Loures_121701165-25;38.803078;-9.122733;3;1;125,00;2006;1;4;125;;3º Andar;;;;
Excelente T3 Financiamento 100%;160.000 €;Excelente T3 Novo na Quinta das Oliveiras.Zona tranquila e de construção recente. Esta é mesmo uma das melhores zonas dos arredores de LisboaCozinha totalmente equipada.pré-instalação de ar condicionado em todas as divisões assoalhadas e cozinha.Vidros duplos e estores térmicos.Ambos os quartos possuem roupeiros.Quarto com SuiteÁreas GrandesEste apartamento possui 1 lugares de estacionamento na cave e uma arrecadação (bastante espaçosa)Sistema de video-vigilância.Excelentes acessos rodoviários (Eixo Norte-Sul, 2ª Circular, A1, A8 e A12).Próximo de Creche e a um minuto do centro de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Camarate-Loures_121701165-24;38.803078;-9.122733;3;1;123,00;2006;1;4;123;;2º Andar;;;;
Excelente T3 Financiamento 100%;165.000 €;Excelente T3 Novo na Quinta das Oliveiras.Zona tranquila e de construção recente. Esta é mesmo uma das melhores zonas dos arredores de LisboaCozinha totalmente equipada.pré-instalação de ar condicionado em todas as divisões assoalhadas e cozinha.Vidros duplos e estores térmicos.Ambos os quartos possuem roupeiros.Quarto com SuiteÁreas GrandesEste apartamento possui 1 lugares de estacionamento na cave e uma arrecadação (bastante espaçosa)Sistema de video-vigilância.Excelentes acessos rodoviários (Eixo Norte-Sul, 2ª Circular, A1, A8 e A12).Próximo de Creche e a um minuto do centro de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Camarate-Loures_121701165-27;38.803078;-9.122733;3;1;123,00;2006;1;4;123;;4º Andar;;;;
Excelente T3 Financiamento 100%;165.000 €;Excelente T3 Novo na Quinta das Oliveiras.Zona tranquila e de construção recente. Esta é mesmo uma das melhores zonas dos arredores de LisboaCozinha totalmente equipada.pré-instalação de ar condicionado em todas as divisões assoalhadas e cozinha.Vidros duplos e estores térmicos.Ambos os quartos possuem roupeiros.Quarto com SuiteÁreas GrandesEste apartamento possui 1 lugares de estacionamento na cave e uma arrecadação (bastante espaçosa)Sistema de video-vigilância.Excelentes acessos rodoviários (Eixo Norte-Sul, 2ª Circular, A1, A8 e A12).Próximo de Creche e a um minuto do centro de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Camarate-Loures_121701165-26;38.803078;-9.122733;3;1;125,00;2006;1;4;125;;4º Andar;;;;
Excelente T2 Novo Financiamento 100%;147.500 €;Excelente T2 Novo na Quinta das Oliveiras.Zona tranquila e de construção recente. Esta é mesmo uma das melhores zonas dos arredores de LisboaCozinha totalmente equipada.pré-instalação de ar condicionado em todas as divisões assoalhadas e cozinha.Vidros duplos e estores térmicos.Ambos os quartos possuem roupeiros.Áreas GrandesEste apartamento possui 1 lugares de estacionamento na cave e uma arrecadação (bastante espaçosa)Sistema de video-vigilância.Excelentes acessos rodoviários (Eixo Norte-Sul, 2ª Circular, A1, A8 e A12).Próximo de Creche e a um minuto do centro de Camarate.Financiamento...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Camarate-Loures_121701165-21;38.803078;-9.122733;2;1;85,00;2006;1;3;85;;R/C;;;;
T0 |ATÉ 100% FINANCIAMENTO|VARANDAS DA VENEZUELA;85.000 €;Inserido no empreendimento "Varandas da Venezuela" localizado no Centro do Porto , entre o Campo Alegre e a Boavista numa das melhores zonas da cidade.Na sua envolvente tem a Casa das Artes, Jardim Botânico, Teatro Campo Alegre, Planetário do Porto, Casa da Música e o Museu de Arte Contemporânea de Serralves.Nas imediações existem ainda vários centros e ruas comerciais, escolas e pólos universitários servidos por uma completa rede rodoviária e de transportes.Este empreendimento constituído em propriedade horizontal , abrange cerca de 5.550 m2 de jardins e pátios exteriores comuns.Com uma localização privilegiada , o empreendimento  disponibiliza amplos espaços verdes  e de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Lordelo-do-Ouro-Oporto_123571022-199;41.157449;-8.643311;;;64,00;2011;1;1;40;;2º Andar;;13;;
Excelente T3 Financiamento 100%;160.000 €;Excelente T3 Novo na Quinta das Oliveiras.Zona tranquila e de construção recente. Esta é mesmo uma das melhores zonas dos arredores de LisboaCozinha totalmente equipada.pré-instalação de ar condicionado em todas as divisões assoalhadas e cozinha.Vidros duplos e estores térmicos.Ambos os quartos possuem roupeiros.Quarto com SuiteÁreas GrandesEste apartamento possui 1 lugares de estacionamento na cave e uma arrecadação (bastante espaçosa)Sistema de video-vigilância.Excelentes acessos rodoviários (Eixo Norte-Sul, 2ª Circular, A1, A8 e A12).Próximo de Creche e a um minuto do centro de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Camarate-Loures_121701165-23;38.803078;-9.122733;3;;125,00;2006;;4;125;;2º Andar;;;;
Excelente T3 Financiamento 100%;170.000 €;Excelente T3 Novo na Quinta das Oliveiras.Zona tranquila e de construção recente. Esta é mesmo uma das melhores zonas dos arredores de LisboaCozinha totalmente equipada.pré-instalação de ar condicionado em todas as divisões assoalhadas e cozinha.Vidros duplos e estores térmicos.Ambos os quartos possuem roupeiros.Quarto com SuiteÁreas GrandesEste apartamento possui 2 lugares de estacionamento na cave e uma arrecadação (bastante espaçosa)Sistema de video-vigilância.Excelentes acessos rodoviários (Eixo Norte-Sul, 2ª Circular, A1, A8 e A12).Próximo de Creche e a um minuto do centro de...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Camarate-Loures_121701165-22;38.803078;-9.122733;3;1;125,00;2006;1;4;125;;1º Andar;;;;
T4 COBERTURA c/ TERRAÇO e VISTA MAR;225.000 €;Apartamento T4 de cobertura com terraço e vista mar, situado em frente ao estádio dos Arcos e inserido no prestigiado empreendimento "Paço do Aqueduto".Principais características:--->Cozinha totalmente mobilada e equipada com: placa, forno, exaustor, esquentador, micro-ondas, máquina de lavar loiça e frigorífico.--->Tectos falsos em pladur com focos embutidos.--->Garagem fechada para 2 automóveis lado a lado com 31,2m2.--->Terraço com 202m2.--->Duas suites.--->3 casas de banho completas.--->3 varandas.--->Lareira com recuperador de calor.--->Porta de segurança.--->Vídeo-porteiro.--->Elevador.--->Chão da sala, quartos e hall's em...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Vila-do-Conde-Vila-do-Conde_123331024-135;;;4;;2.098,00;2009;3;5;200;;Último Andar;;4;;
T2 Novo;215.000 €;É um Empreendimento inovador que possuiCozinha completamente equipadaQuartos com roupeirosAquecimento centralAspiração centralEstores térmicos, elétricosPavimento em soalhoPainéis solaresRevestimento a mármore  Lugar de Garagem   ;A;http://www.remax.pt/Condo-Apartment-For-Sale-Massarelos-Oporto_123571048-79;41.149207;-8.601792;2;;1.117,00;2013;2;3;116;;;;;;
Excelente apartamento com vista de mar;270.000 €;Excelente apartamento T3 a estrar, com vista de mar. Boas áreas, bem servido de transportes públicos, proximidade da estação da CP de Carcavelos, proximidade de serviços, inserido em zona urbana consolidada. Aparelhos de ar condicionado multi-split inverter. Cozinha totalmente equipada. Pré-instalação de coletores solares térmicos.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Carcavelos-Cascais_123361097-12;38.688183;-9.342039;3;;138,00;2013;2;4;138;;4º Andar;114,00;;;
Excelente apartamento com vista de mar;280.000 €;Excelente apartamento T3 a estrar, com vista de mar. Boas áreas, bem servido de transportes públicos, proximidade da estação da CP de Carcavelos, proximidade de serviços, inserido em zona urbana consolidada. Aparelhos de ar condicionado multi-split inverter. Cozinha totalmente equipada. Pré-instalação de coletores solares térmicos.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Carcavelos-Cascais_123361097-13;38.688183;-9.342039;3;;138,00;2013;2;4;138;;5º Andar;114,00;;;
Casa de sonho !;1.250.000 €;Magnifica casa, com 3 pisos, localização única e vista mar. Situada nas Sesmarias uma zona calma de moradias, mas a 3 minutos do centro da cidade e perto da praia e de campos de golfe. Piso -1 composto por garagem, vestibulo, casa das máquinas, WC, pátio e elevador.Piso 0, com pátio de entrada, vestíbulo, sala de estar com vista sobre a piscina, cozinha e sala de jantar, quarto em suite, biblioteca, pátio, WC, casa de banho, lavandaria, arrumo,  elevador, piscina e pomar.Piso 1, composto por vestíbulo, 3 quartos em suite, varanda , arrumo, elevador e casa de banho.Não há palavras para descrever o quão fabulosa é esta moradia, marque já a sua visita e veja por...;A+;http://www.remax.pt/House-For-Sale-Portimao-Portimao_122881069-17;37.109913;-8.489696;4;2;688,00;2006;6;7;533;;;;3;;
Excelente apartamento com vista de mar;260.000 €;Excelente apartamento T3 a estrar, com vista de mar. Boas áreas, bem servido de transportes públicos, proximidade da estação da CP de Carcavelos, proximidade de serviços, inserido em zona urbana consolidada. Aparelhos de ar condicionado multi-split inverter. Cozinha totalmente equipada. Pré-instalação de coletores solares térmicos.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Carcavelos-Cascais_123361097-11;38.688183;-9.342039;3;;138,00;2013;2;4;138;;3º Andar;114,00;;;
APARTAMENTO NOVO - URBANIZAÇÃO UNIVERSITAS;120.000 €;Apartamento T2 novo  de arquitectura moderna inserido em zona tranquila a curta distância da Universidade do Minho, do Centro Nanotecnologia e do Hospital de Braga com ótimas acessibilidade.Fachadas ventiladas e um excelente isolamento térmico e acústico.Rede interna de fibra óptica, aquecimento central (caldeira gás natural), painéis solares, aspiração central, lavandaria e garagem individual.Cozinha equipada com eletrodomésticos.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Gualtar-Braga_123331027-20;41.570406;-8.385047;2;;128,00;2013;;3;115;;R/C;;;;
Soberbo apartamento T3 nO Centro da Cidade;300.000 €;Soberbo apartamento T3, situado num edifício inteiramente restaurado em pleno centro Histórico de Braga. Projetado pelo conceituado arquiteto Fernando Jorge. Neste edifício imperam acabamentos de excelente qualidade e os pormenores de requinte. Na qual destacamos as janelas rasgadas com grandes dimensões em torno do apartamento, que concedem uma luminosidade excecional, inseridas em caixilharia dupla com corte térmico. Cozinha inteiramente equipada com forno e micro-ondas em inox Bosch classe A++, frigorifico (combinado) em inox AEG classe A++, exaustor gaveta Bosch classe A++, placa de indução Bosch classe A++, maquina de lavar roupa e máquina de secar Bosch classe A++....;A;http://www.remax.pt/Condo-Apartment-For-Sale-Braga-(Sao-Vicente)-Braga_123001002-1034;41.553736;-8.425377;3;;198,00;2011;;4;198;;;;;;
Apartamento TO Resort Golden Clube Cabanas;83.000 €;  PERMUTA por qualquer imóvel com valor semelhanteApto T0 totalmente mobilado, no Resort Golden Clube situado frente à Ria Formosa.GOLDEN CLUBE resort com 3 piscinas (1 exterior, 1 interior e 1 no health club), ténis, squash, clube para crianças, bar, restaurante e barcos para acesso directo à praia de Cabanas.Ano de construção 2012;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cabanas-de-Tavira-Tavira_120871015-1463;37.1334;-7.60725;;;40,00;2012;1;1;37;;R/C;;;;
Moradia T3 Nova ;230.000 €;Moradia T3 nova, implantada num lote com 700m2, constituída por rés-do-chão e cave. Na cave encontramos uma ampla garagem com a mesma área da parte habitacional. O rés-do-chão é composto por um amplo hall de entrada, uma sala de estar/jantar, uma moderna cozinha mobilada e equipada com placa, fogão, exaustor e fogão a lenha, três quartos, sendo um deles suite e duas casas de banho. Possui aquecimento através de piso radiante, painéis solares térmicos com fogão a lenha de apoio para aquecimento de águas, sistema de rega no jardim, estores elétricos e vidro duplo, armários embutidos no hall de entrada, corredor de acesso aos quartos e nos quartos. Num local sossegado, com uma paisagem...;A;http://www.remax.pt/Two-Family-House-For-Sale-Rebordoes-(Santa-Maria)-Ponte-de-Lima_123731006-15;;;3;;700,00;2008;2;4;150;;;150,00;2;;
;227.000 €;A localização privilegiada na tranquila zona das Fontainhas a 2 Km do centro de Cascais apenas a 20 minutos de Lisboa, a zona oferece ainda a proximidade de infra estruturas  de apoio  essenciais para a vida moderna (comercio, serviços e transportes).  Boas acessibilidades à Av. Marginal (1,9 Km) e à auto estrada A5 Lisboa-Cascais (800 mts). Condomínio com jardim,  parqueamento exterior e garagens individuais.Este equilibrado e discreto complexo habitacional conta com excelentes apartamentos de 4 assoalhadas, de áreas amplas e acabamentos de qualidade superior e muita luminosidade. As áreas dos apartamentos com 1 quarto e 2 suites, casa de banho de serviço e casa de banho social,...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cascais-Cascais_120321185-47;38.71356;-9.422123;3;;;2004;3;4;131;;;;;;
T/3 - EXCELENTES PREÇOS C/ 100% DE FINANCIAMENTO!!;145.000 €;Excelentes apartamentos***NOVOS***em Famões, 4 e 5 Assoalhadas com excelentes acabamentos, boas áreas e muita luminosidade. Possui, Cozinha totalmente equipada, Lareira, Vídeo porteiro, Porta de alta segurança, janelas com vidros duplos e,Oscilo batentes, estores eléctricos e térmicos com comando Centralina, musica ambiente, roupeiros em todos os quartos e no hall de acesso aos mesmos, na Suite cabine com coluna de hidromassagem, garagem (box) e arrecadação. Zona nobre de Odivelas, com vasta oferta de comércio e serviços. Excelentes acessos a todos os pontos da cidade de Lisboa (A1, A9, IC16, IC17, Eixo Norte-sul) Marque já a sua visita!NÃO HESITE/VISITE!!!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Famoes-Odivelas_122841010-1357;38.795101;-9.219427;3;;;2009;2;4;100;;2º Andar;;;;
Excelente Apartamento T3 Semi-Novo;149.000 €;Apartamento de 4 assoalhadas em excelente estado de conservação, o imóvel dispõe de três frentes de exposição solar, o apartamento possui cozinha totalmente equipada, suite , quartos com roupeiros, ar condicionado , terraço , Box p/ 2 viaturas e  um espaço para escritório.Boa localização a 5 minutos da A8/CREL;B;http://www.remax.pt/Condo-Apartment-For-Sale-Loures-Loures_123231069-33;38.882746;-9.153181;3;;125,00;2009;2;4;125;;R/C;;;;
T3 c/ Parq. Mobilado;90.000 €;Excelente apartamento de 4 ass e parqueamento, totalmente mobilado e equipado.Bons acessos a Lisboa, a 200m da Faculdade.Veja por si!!....  Marque já a sua visita.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Caparica-ALMADA_120881058-191;38.673977;-9.187436;3;;92,00;2008;2;4;92;;2º Andar;;;;
